% Model:              shifted-lattice-Si-orthotrope_alp00.mph
% Version:            COMSOL 6.0.0.318
% Date:               Sep 22 2022, 16:28
% Dimension:          1
% Nodes:              861
% Expressions:        50
% Description:        Global
% X,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency
1.1780972450961724E7,4.733421595423835E9,4.941682937350081E9,9.222212695734425E9,9.649455385171652E9,1.1276075569071947E10,1.1908656774724653E10,1.383422644710093E10,1.6013314540880987E10,1.7446527130665173E10,1.86020760162273E10,1.9644740411465782E10,2.118952751108981E10,2.1304214792822296E10,2.2383559221634426E10,2.3368258458247887E10,2.4297091747477997E10,2.575861415132635E10,2.615094709962979E10,2.6470922039202145E10,2.6741404539989418E10,2.7355971141563046E10,2.7780223894282074E10,2.7944599487493164E10,2.927594124951305E10,3.010363562844152E10,3.129707934212551E10,3.1463795369312576E10,3.1760826493609276E10,3.2483691360663486E10,3.2696851294826675E10,3.3066516277929104E10,3.3121666474381584E10,3.436743863455672E10,3.4765291021376366E10,3.559825971839316E10,3.595320170450743E10,3.6077818650613625E10,3.640116535457501E10,3.652476247692766E10,3.6575584303269264E10,3.673796003577545E10,3.718254151013848E10,3.867944860247099E10,3.874006387130776E10,3.9306351778816605E10,3.974677675037424E10,3.994928511498486E10,4.135808494893013E10,4.2476722368724106E10,4.290065566701873E10
1.2173671532660449E7,4.901043383641659E9,5.038630990288409E9,9.130691307843628E9,9.589675292302301E9,1.141692141304123E10,1.1959738007557297E10,1.3700308315100449E10,1.5998658907177147E10,1.7490933739700565E10,1.86570149677528E10,1.9649181861070103E10,2.119722426209532E10,2.12515626729867E10,2.241929122728335E10,2.343102462954135E10,2.4302225023318905E10,2.583599607301622E10,2.6290098443336887E10,2.6481975586205383E10,2.6731245058815525E10,2.7313540278243042E10,2.7731271221193752E10,2.788884171627269E10,2.932154582698738E10,2.991009010503548E10,3.134564398159571E10,3.148604074538886E10,3.18942618535365E10,3.2493459662952595E10,3.2694862113624123E10,3.315578433164218E10,3.316338772835065E10,3.4349630083252796E10,3.489517173339259E10,3.552475720548603E10,3.595044360554942E10,3.599802005308985E10,3.627489106477784E10,3.64601462119219E10,3.653321086962061E10,3.6607086431588326E10,3.712593374630472E10,3.8500624508663345E10,3.874253085602002E10,3.921172741110723E10,3.979293033079477E10,3.985326043219854E10,4.144207574315784E10,4.25091551435601E10,4.291052180400604E10
1.2566370614359174E7,5.059859313732419E9,5.132767064879545E9,9.0286634794667E9,9.525896812637201E9,1.1558659150943432E10,1.201509876950936E10,1.3569892236105345E10,1.5986092660952097E10,1.7534510394005455E10,1.870988394182416E10,1.9654626590634434E10,2.1099451756625935E10,2.130957960107296E10,2.2452068081533188E10,2.349415095657411E10,2.4307617609603725E10,2.5912298849556194E10,2.6359944257196938E10,2.6534919539419586E10,2.6720978968494938E10,2.7257655038455124E10,2.754790589196274E10,2.800079509296353E10,2.9363755720821354E10,2.9723349007604717E10,3.1382359074991627E10,3.1514472666922405E10,3.203210819391719E10,3.24956650026112E10,3.2690743677766182E10,3.3219242596527645E10,3.3241749083612625E10,3.4329569802552273E10,3.501545146067133E10,3.54430060437769E10,3.586718179275369E10,3.599261465449199E10,3.612366373559623E10,3.637611710463027E10,3.6421793830717896E10,3.663794745893126E10,3.7083318006537575E10,3.832809097131111E10,3.8745469407011055E10,3.909413824112132E10,3.977947871887503E10,3.983580635773393E10,4.1521375820320984E10,4.2543866354026855E10,4.292342659784335E10
1.2959069696057897E7,5.208127144983787E9,5.222732681787246E9,8.923928805011106E9,9.460168330278282E9,1.1693933256046423E10,1.2075003659905485E10,1.3443172394896502E10,1.597550159487398E10,1.7575981608687748E10,1.8759820331742767E10,1.9661341827471085E10,2.1005882729886337E10,2.1368444749910275E10,2.2481530716437553E10,2.355646255482354E10,2.4313015559507786E10,2.5987542508732437E10,2.635567821400867E10,2.6624696367565475E10,2.6710036747818497E10,2.7196517757222023E10,2.7405264165323517E10,2.810837042537965E10,2.9401938341336002E10,2.954678775646729E10,3.140177563938569E10,3.1554410342828224E10,3.2171246809798443E10,3.2492736864129807E10,3.2685735788306526E10,3.328588849674582E10,3.332216376871486E10,3.4306052125717396E10,3.5122799907525375E10,3.535554877844735E10,3.578094850237483E10,3.596578841738152E10,3.596655465503636E10,3.630982466567823E10,3.634186442195089E10,3.670188679594492E10,3.705154528410042E10,3.8163409039912E10,3.874859790390841E10,3.895693643113463E10,3.972563331299097E10,3.987484128268135E10,4.159449020440941E10,4.258063832275003E10,4.293884474581856E10
1.3351768777756624E7,5.306928609169332E9,5.343862334642249E9,8.822185513035753E9,9.394855211883337E9,1.1817789376332314E10,1.2139533829175638E10,1.3320385739913347E10,1.5966753933673582E10,1.7614208503696632E10,1.8805870095827858E10,1.9669447642932796E10,2.0918921760305386E10,2.142549213293076E10,2.2507403040533733E10,2.361644149762286E10,2.4318200321931976E10,2.6061761890895363E10,2.631835759763104E10,2.669742945615633E10,2.6698792181201057E10,2.7134219471513054E10,2.7315713198171833E10,2.8208671647460987E10,2.938294965346518E10,2.943564652229035E10,3.1406696517293526E10,3.1602765851285267E10,3.230837292705515E10,3.2487363272622395E10,3.268053823497339E10,3.33596609774235E10,3.3395318772588734E10,3.4277749768326015E10,3.52139184608254E10,3.526681282676033E10,3.570393033151972E10,3.5812689937613174E10,3.5896985734878975E10,3.625617532682569E10,3.632629189196842E10,3.677791895637807E10,3.702788637883288E10,3.8008947251556366E10,3.875169032927021E10,3.88059376759979E10,3.968713074094482E10,3.990956539556598E10,4.166002110753208E10,4.261884313926668E10,4.295620257533394E10
1.3744467859455345E7,5.383514646905375E9,5.464845331323162E9,8.727898953490875E9,9.332587060154362E9,1.1926826482314358E10,1.2208577457560085E10,1.320185336933374E10,1.5959705328850325E10,1.7648202219649944E10,1.884702638220924E10,1.9678823861626366E10,2.084009033123283E10,2.147889572124894E10,2.2529488148556343E10,2.3672273278272846E10,2.4322980736160122E10,2.613498542862584E10,2.6262692758906723E10,2.668158633156405E10,2.6738029355183765E10,2.707395153400793E10,2.7284704420262276E10,2.8300687492386333E10,2.9233769160706177E10,2.94645617186483E10,3.1403171732458546E10,3.16530511608149E10,3.2434410156908684E10,3.2487175357866093E10,3.267559569673204E10,3.3436723896441113E10,3.3459786748996334E10,3.4243513024794548E10,3.518261161460517E10,3.528564746890932E10,3.563760845622857E10,3.566686352183177E10,3.580945509257675E10,3.621339957699701E10,3.635575208511372E10,3.68621885672388E10,3.701028950423571E10,3.786864424744388E10,3.864698688740828E10,3.8754567735462776E10,3.965965990695739E10,3.99395865960662E10,4.1716782277090515E10,4.265729854429364E10,4.297482026785567E10
1.413716694115407E7,5.450447114809567E9,5.56867164463928E9,8.644818606760584E9,9.276169278466162E9,1.201865987974988E10,1.2281761706406178E10,1.3088078266472889E10,1.5954206259826359E10,1.7677130343251213E10,1.8882290217591095E10,1.968900705631586E10,2.0771129290370934E10,2.1526670601461834E10,2.2547656849016666E10,2.3721940940795467E10,2.4327185698552338E10,2.619773410008403E10,2.6207188504744446E10,2.66602550587597E10,2.67480307382644E10,2.701910385046868E10,2.7298631825197796E10,2.8384410319975693E10,2.910059943969688E10,2.9488459591907684E10,3.1395588470193916E10,3.1700305511890568E10,3.2465200495328053E10,3.2573515248777035E10,3.2671211468151134E10,3.3512900092353645E10,3.351434177622754E10,3.420308681977739E10,3.5109166860524254E10,3.5335102062514275E10,3.5533178116779106E10,3.558196608357397E10,3.573005789999287E10,3.618028320059423E10,3.640735087139061E10,3.6948237912888245E10,3.699732022203518E10,3.774959299587865E10,3.848532434862204E10,3.875709083501705E10,3.9640102661519356E10,3.996458107519205E10,4.176388750248024E10,4.269418797185649E10,4.299381955967009E10
1.4529866022852793E7,5.505575029321903E9,5.652864829389992E9,8.576215151189808E9,9.228440042891754E9,1.2091601610672668E10,1.2358208940094362E10,1.2980014010280533E10,1.595011164824934E10,1.7700318192401318E10,1.891074515971537E10,1.96991198022874E10,2.0714050437374733E10,2.1566738598512577E10,2.2561832225234875E10,2.3763369373413548E10,2.433065941029428E10,2.6133832356304287E10,2.6278199361524162E10,2.663081697867099E10,2.6744694418560146E10,2.6973359939464153E10,2.733236247768412E10,2.8460467034080338E10,2.8984237474827652E10,2.950718422996707E10,3.1386859963235157E10,3.174094534748286E10,3.2460472262578773E10,3.2667600030324024E10,3.268202945191121E10,3.3557941156741142E10,3.358337656639853E10,3.4158309209016663E10,3.505177796971808E10,3.536090472562774E10,3.5416398944354324E10,3.553585453937548E10,3.567435083426173E10,3.615574202550709E10,3.6467968401996056E10,3.698801456356161E10,3.7023594076185684E10,3.766463981904747E10,3.832633201102342E10,3.8759153820374916E10,3.962643062637348E10,3.998428803791278E10,4.1800779040811455E10,4.2727119569662704E10,4.301198661988111E10
1.4922565104551518E7,5.546810608724028E9,5.715065231533451E9,8.524907267967108E9,9.192059502481052E9,1.2144472584595251E10,1.2435653286812586E10,1.2879967570319399E10,1.5947291941891758E10,1.7717246818558636E10,1.8931628713579082E10,1.9707906994031837E10,2.0671038567291668E10,2.1597103657813484E10,2.2571973660496502E10,2.379461347781954E10,2.433326186874522E10,2.608081409170543E10,2.6347497321762108E10,2.6591453158400806E10,2.67387965684699E10,2.6939818341660786E10,2.736637713826179E10,2.852948695289985E10,2.8885359809671597E10,2.9520628772137955E10,3.1379089380444256E10,3.17721690643149E10,3.2455727987284626E10,3.266491451961445E10,3.27705170511683E10,3.358973281937088E10,3.3642392246386086E10,3.411442717532676E10,3.501334049422326E10,3.532273195242254E10,3.536680044066367E10,3.5499599621003105E10,3.564566641166499E10,3.613887236332981E10,3.652744997378038E10,3.698174487583742E10,3.707043343233169E10,3.763123111707782E10,3.817764649933526E10,3.876067940355155E10,3.9617384629570465E10,3.999850671695468E10,4.1827184551310875E10,4.2753382416775734E10,4.3027615672618095E10
1.5315264186250245E7,5.572368644856818E9,5.753284890460465E9,8.493138412532745E9,9.169239679888924E9,1.2176492038740753E10,1.2506573430785276E10,1.2795480505544533E10,1.5945644381664036E10,1.7727549443944645E10,1.8944381972484295E10,1.97139591128177E10,2.0644181012029976E10,2.16160824662183E10,2.2578062819242546E10,2.381407023483253E10,2.4334876584884796E10,2.6046072304342926E10,2.6413504343787827E10,2.6542975595121254E10,2.6734516034266937E10,2.691985432412416E10,2.7390032682350636E10,2.8589184667558502E10,2.8807296352932312E10,2.9528722677870792E10,3.1373796195413666E10,3.1791830335439503E10,3.2452601784767067E10,3.266326077363115E10,3.2829080235973286E10,3.3609076128984047E10,3.368298564303387E10,3.408057255118195E10,3.499314004995683E10,3.526030445417584E10,3.536304435687037E10,3.547649101267976E10,3.56352157727122E10,3.612901408955777E10,3.657348280997339E10,3.697812284707029E10,3.7083079864112595E10,3.7649764374766655E10,3.805545762421934E10,3.876161503057014E10,3.961221777965335E10,4.0007094660008766E10,4.184302292122052E10,4.277040214453505E10,4.303849819299734E10
1.5707963267948966E7,5.581032435965655E9,5.766183070563043E9,8.48237749659492E9,9.161459264978088E9,1.2187213627826122E10,1.254221122136203E10,1.2755319630132671E10,1.5945102810302292E10,1.77310077933903E10,1.8948669972759434E10,1.971612600101404E10,2.063503415541451E10,2.162254221912841E10,2.2580093043935204E10,2.382067955435557E10,2.4335424272874245E10,2.603400923336523E10,2.6460163945390472E10,2.6502008392933666E10,2.67330194318174E10,2.691330317157539E10,2.7398394658700245E10,2.8619557293717594E10,2.8770724128954758E10,2.9531425134289783E10,3.1371924351296196E10,3.1798544642357143E10,3.2451522064706753E10,3.266270240506652E10,3.2849706895377373E10,3.3615569634412067E10,3.3697748727393383E10,3.4067504311360798E10,3.498727800123876E10,3.523802241480862E10,3.53603506417172E10,3.546868596921611E10,3.563295814075593E10,3.612577170870781E10,3.6591400959356186E10,3.6976937743935585E10,3.7082165053963066E10,3.767209825348466E10,3.800120733749522E10,3.876193022053651E10,3.961053645524238E10,4.0009966742896484E10,4.184829867198229E10,4.277630507076452E10,4.30424500562825E10
3534291.7352885175,1.1110557806895745E9,3.3527461248338394E9,4.2004081909225535E9,9.223442096171936E9,1.0899233639194006E10,1.3544128872470633E10,1.6813732569009651E10,1.6972813288502329E10,1.7580290514466675E10,1.7969720927260777E10,1.9294029363247757E10,2.0412104740645016E10,2.1533732841607323E10,2.2018955240879276E10,2.230789061764372E10,2.3244058646041485E10,2.3830242022800797E10,2.4388443864560173E10,2.5117868152871105E10,2.6206435852894756E10,2.71790518131688E10,2.786694615231011E10,2.83944014384316E10,2.9123659627268074E10,3.0167750077185547E10,3.035216611245237E10,3.145100083859326E10,3.1625755704515785E10,3.267679000000781E10,3.3029347955984024E10,3.3550387315898224E10,3.4048635730514854E10,3.4062192736660896E10,3.527084696689318E10,3.571555776831332E10,3.6305002741163574E10,3.663567053765327E10,3.685194086658866E10,3.788590052631805E10,3.833976234642095E10,3.8955074477537384E10,3.9931021871702545E10,4.016358933903038E10,4.0206749622152916E10,4.104935845387036E10,4.135633313562204E10,4.1704622629432205E10,4.1782708641963264E10,4.192894609804035E10,4.221356129736633E10
3926990.8169872416,1.2262443506464574E9,3.5051480733179455E9,4.458832046450675E9,9.291266956465414E9,1.0947455949593401E10,1.339068952104221E10,1.676743681476416E10,1.6822729014006325E10,1.7604946163489704E10,1.790358390852694E10,1.9330362661607693E10,2.0440327567620136E10,2.1553714434447727E10,2.2173867853574375E10,2.2350530589101974E10,2.3194658393112377E10,2.3960704377066628E10,2.4473667575071907E10,2.504200611010998E10,2.6193977092700413E10,2.715068684031817E10,2.7900554651900406E10,2.8409767051368153E10,2.927363279831828E10,3.016595622236742E10,3.0416863353133366E10,3.1472210380030197E10,3.1655358373368584E10,3.2686768621804695E10,3.3042118684968422E10,3.3469463853247066E10,3.3807443161255936E10,3.404275370531762E10,3.527050876071914E10,3.57182879166995E10,3.630423040856559E10,3.6540595051781654E10,3.678959654347061E10,3.794767942123257E10,3.827896911290984E10,3.893099471061741E10,3.993288964476585E10,4.011024462834745E10,4.0127631370056274E10,4.090276115646049E10,4.11588315509467E10,4.168216207973719E10,4.183074882278851E10,4.205868780936848E10,4.221329430191058E10
4319689.898685967,1.3546072292603166E9,3.613855839621293E9,4.764514316952387E9,9.35867411409987E9,1.1000772171549004E10,1.3229363169347095E10,1.6668837276580723E10,1.6720018751340788E10,1.763192536550278E10,1.7833262606507908E10,1.936646829769807E10,2.04684866024117E10,2.1576730638504215E10,2.2337999032360767E10,2.2393312725526226E10,2.3141656501277897E10,2.408777385539313E10,2.457533707499583E10,2.496443839728509E10,2.6188664251369297E10,2.712319915101335E10,2.793160026508707E10,2.8427035021835262E10,2.9425156392144894E10,3.0167652512532646E10,3.048399125414518E10,3.1498082523731503E10,3.1687166606960014E10,3.2696269071289566E10,3.305317697092849E10,3.338545226965663E10,3.355967178644266E10,3.401936495903603E10,3.5250502918112854E10,3.572135363158974E10,3.630393235791042E10,3.6428913274286026E10,3.675853664965521E10,3.8009557826096535E10,3.821388765403345E10,3.8906823764770424E10,3.988867659346571E10,4.005377906091156E10,4.008432661631233E10,4.0747042353546036E10,4.0951618385822624E10,4.165650386027039E10,4.1885366063045944E10,4.215670462962987E10,4.22266922224826E10
4712388.980384691,1.494742144593937E9,3.6992693175082293E9,5.095829588352888E9,9.424302611993984E9,1.105872950459168E10,1.3061612042012178E10,1.6512031005804695E10,1.6672027187719257E10,1.7661210255010876E10,1.7760792004659904E10,1.940172729395952E10,2.0496670903113693E10,2.1602193945040363E10,2.2436200023495197E10,2.2506785263807823E10,2.308804477027788E10,2.4207939053186058E10,2.4695188435249794E10,2.4887359221548817E10,2.6189476387522076E10,2.709663746389885E10,2.7959368514224995E10,2.844646689935573E10,2.957670015368733E10,3.017377689724527E10,3.0552179000496037E10,3.152933371947167E10,3.1721019736282364E10,3.2703961639624523E10,3.304625242204304E10,3.3298128066567856E10,3.332563497552858E10,3.3991157133622128E10,3.520704952336703E10,3.572480764049423E10,3.630411135469426E10,3.632333775977838E10,3.674251847175317E10,3.8069959660062416E10,3.81439126354104E10,3.8883694867863266E10,3.979090226882496E10,3.999472900977422E10,4.008199896580359E10,4.059116131092749E10,4.073830697944351E10,4.162739525489615E10,4.1940682709193665E10,4.210993428092293E10,4.225398583006409E10
5105088.062083414,1.645236188254198E9,3.7737138837781186E9,5.439358981188311E9,9.486993609640562E9,1.112064931180831E10,1.2888814009391924E10,1.6353102084417204E10,1.6623944790480871E10,1.768813536690218E10,1.7692781873307E10,1.943561659314225E10,2.0525009805811214E10,2.162962596196921E10,2.24791537731997E10,2.2667677753085358E10,2.3044925329557224E10,2.431977997109477E10,2.4812647467363895E10,2.4832973165087334E10,2.619543053865029E10,2.707103820207992E10,2.798313803783176E10,2.8468259592748184E10,2.972686381713565E10,3.0185261634687595E10,3.0619954690317257E10,3.1566562282289127E10,3.175676136808066E10,3.2704062292981228E10,3.2935534349470615E10,3.3199729131477978E10,3.320695616765175E10,3.3956998584188046E10,3.513920974270119E10,3.572870684269724E10,3.623470199520609E10,3.630477896655831E10,3.673470369542168E10,3.8068440505325485E10,3.812695234538785E10,3.886270736671361E10,3.96657054203625E10,3.993343857058579E10,4.008717792063666E10,4.044750203236376E10,4.052104021855202E10,4.1593951750520645E10,4.196403875767176E10,4.199161873824501E10,4.229658757263142E10
5497787.143782138,1.8047346116079733E9,3.843578962010035E9,5.787668442235706E9,9.545810719058008E9,1.1185628226602058E10,1.2712281874870853E10,1.6192754879673645E10,1.6576192804480751E10,1.7617156435447346E10,1.7726618039315266E10,1.9467710554646122E10,2.055364634632999E10,2.1658664825683266E10,2.2522141534598366E10,2.277264244589937E10,2.3059062902261997E10,2.4424129344218956E10,2.474180677037519E10,2.4986280633519512E10,2.6205648273370533E10,2.7046431578587578E10,2.8002210115524002E10,2.8492563520888885E10,2.9874259300536255E10,3.0202991188263107E10,3.068581410108923E10,3.1609920829353947E10,3.179422811417102E10,3.262774442201357E10,3.27762293495865E10,3.3111072656682106E10,3.319879850559331E10,3.391552150617106E10,3.505055098197113E10,3.573311378371046E10,3.616557907927425E10,3.6305957949834885E10,3.673242734139865E10,3.79869377375091E10,3.817812729223867E10,3.884484250082943E10,3.95255137633548E10,3.9869524099477295E10,4.00646730888875E10,4.030215043204157E10,4.034328546711517E10,4.1554808253554756E10,4.1794461455182526E10,4.203498240443685E10,4.235519865142485E10
5890486.225480862,1.971972483078808E9,3.912187569699814E9,6.136373668582628E9,9.600034422177341E9,1.1252568338998983E10,1.253329243084154E10,1.6031616550308725E10,1.65291365725017E10,1.754960035247732E10,1.7762691620277416E10,1.9497678657392265E10,2.0582725414043205E10,2.168905462278972E10,2.2565149468422802E10,2.2764602316138172E10,2.3186472596049534E10,2.4522966429813015E10,2.4675954780648956E10,2.5151628246111553E10,2.6219367328886425E10,2.7022846383692265E10,2.8015946752789062E10,2.851948873514519E10,3.0017359363063835E10,3.022775177213928E10,3.0748297046603462E10,3.1658133245577908E10,3.183322758240531E10,3.2385385448855118E10,3.2755386568174343E10,3.3009284277256546E10,3.3230106456960213E10,3.386528367765039E10,3.494876422259479E10,3.573809811875432E10,3.611348134602664E10,3.630768357115171E10,3.673428518462587E10,3.7898998803866455E10,3.822052636481968E10,3.883069289011858E10,3.937476904089891E10,3.979978478904263E10,3.998261020187739E10,4.00865141270316E10,4.0310616449567345E10,4.150589887846878E10,4.161725894010199E10,4.207049047656507E10,4.242831843500027E10
6283185.307179587,2.1457838167392244E9,3.9813470578646674E9,6.482528816369242E9,9.649132945789272E9,1.1320236059618492E10,1.2353126535875051E10,1.5870245073565144E10,1.6483091220029984E10,1.7487075914411026E10,1.780096900693276E10,1.952528023800526E10,2.0612391745465286E10,2.1720625499177853E10,2.260819365274479E10,2.2699960528462223E10,2.3369905366079113E10,2.4615841089793552E10,2.461824376212847E10,2.5325620167497234E10,2.6235928423328392E10,2.700031466673677E10,2.8023811888597935E10,2.8549104406639908E10,3.0154216071483273E10,3.026017555012195E10,3.0805985376997494E10,3.1703566403096397E10,3.187349370972238E10,3.2122890568758675E10,3.2757697126184776E10,3.2900132314952835E10,3.327442363176108E10,3.380516702644427E10,3.4843285943633224E10,3.574373806104377E10,3.6073789224081535E10,3.631000453303367E10,3.673920561455859E10,3.780439358560863E10,3.825070403455585E10,3.881964101107306E10,3.921664005355611E10,3.970754524822331E10,3.986465857323944E10,3.98922771379966E10,4.0328566912284294E10,4.140207684843355E10,4.148072250952192E10,4.209988733654249E10,4.25128562660127E10
6675884.388878312,2.3250982597569103E9,4.0520847248202796E9,6.823824842455661E9,9.692716565530573E9,1.1387344043491165E10,1.2173124014291006E10,1.570913564091072E10,1.6438327124342361E10,1.7431034198952785E10,1.7841408635109283E10,1.9550357112561558E10,2.0642793464215813E10,2.1753270274111534E10,2.261658545061658E10,2.2651328134635883E10,2.3570851548059963E10,2.456188304421137E10,2.4711380744338722E10,2.55054396186505E10,2.6254754235643036E10,2.697887767616905E10,2.8025408937026825E10,2.858143373273865E10,3.0281771584210922E10,3.030068293615578E10,3.0857182272643303E10,3.1688077719449677E10,3.1914586509671734E10,3.1927402001300755E10,3.276229231154181E10,3.2782108767403065E10,3.332868999880468E10,3.373502535274404E10,3.474264726658676E10,3.575012182126717E10,3.6041964183183624E10,3.631298379886356E10,3.674616406849448E10,3.7703102170171326E10,3.826498961962387E10,3.880695384060857E10,3.905697207111523E10,3.954866327196294E10,3.974429249303181E10,3.976485987257526E10,4.0367764377646545E10,4.1217201449654144E10,4.141228837886937E10,4.2125268406594635E10,4.2605648665257866E10
7068583.470577035,2.5089314629994254E9,4.125000117448588E9,7.158154247603095E9,9.730484746649065E9,1.1452647031986082E10,1.1994760854028614E10,1.5548725941110891E10,1.6395074959070461E10,1.7382741133345737E10,1.7883959423675594E10,1.9572824959326065E10,2.0674087763402344E10,2.1786920969110485E10,2.2523901130928444E10,2.2694649298042217E10,2.3779421932740368E10,2.4514213344028408E10,2.4803245506309586E10,2.5688850080824062E10,2.6275328587147957E10,2.6958595429365234E10,2.8020508112437668E10,2.861644467611178E10,3.0349423757220455E10,3.0393746709894867E10,3.089852132054027E10,3.1497579267832935E10,3.1925763237035015E10,3.195563101858769E10,3.2654190099750366E10,3.2766821238013615E10,3.3392422771286682E10,3.365631650086068E10,3.465273784000614E10,3.575734902728099E10,3.6014495797319756E10,3.631669929845709E10,3.675411168539208E10,3.7595335002658585E10,3.825982225221702E10,3.876783815620158E10,3.892017281725567E10,3.933824281201452E10,3.963737857556627E10,3.969024590175511E10,4.041762823845659E10,4.102058852602782E10,4.13432775342897E10,4.214825649405485E10,4.270418308265584E10
7461282.552275759,2.696372532849075E9,4.2004411094876738E9,7.483319707989624E9,9.76217539789703E9,1.1515041085935396E10,1.18197618107026E10,1.5389400781039825E10,1.6353530214393774E10,1.734324413162316E10,1.7928559015472393E10,1.959266431115605E10,2.070644617595826E10,2.1821526944289726E10,2.242509683836505E10,2.273829697233393E10,2.399209753917337E10,2.4472734543078026E10,2.4894296200262646E10,2.587402742268269E10,2.629717889169614E10,2.6939565305907387E10,2.800905939684068E10,2.865403553466539E10,3.0406209913888596E10,3.047283707148925E10,3.0920339452153225E10,3.128434584272938E10,3.1993356625257107E10,3.1994485051872917E10,3.251711621264674E10,3.2770755875597755E10,3.346571234631321E10,3.3572197429941128E10,3.457625156162594E10,3.5765532075246864E10,3.598897201295219E10,3.632124409134105E10,3.676197569605459E10,3.748153823600358E10,3.823183122117461E10,3.8645807029037155E10,3.886141296323673E10,3.911337361183363E10,3.955325490428575E10,3.963224811676729E10,4.047471649127425E10,4.082046549143558E10,4.1265852152858864E10,4.216994185432916E10,4.28065909045087E10
7853981.633974483,2.8865702887964287E9,4.278595836604441E9,7.796771407568842E9,9.787523617045012E9,1.1573655827870646E10,1.165027020720023E10,1.5231496435877422E10,1.6313857156524187E10,1.7313335394453613E10,1.7975131713871567E10,1.9609911884486702E10,2.0740057621454525E10,2.185703529966781E10,2.232181250747346E10,2.2782452870329914E10,2.4206994515818527E10,2.4437177859723694E10,2.498472421428613E10,2.6059363923885635E10,2.6319862512314663E10,2.6921964343151775E10,2.7991191215813293E10,2.8694011807131046E10,3.0467173776090054E10,3.04704143806175E10,3.0912466586441814E10,3.1164866067935898E10,3.2024294167835693E10,3.207589970276486E10,3.2377375803717106E10,3.2774019059195847E10,3.3486810719257507E10,3.3548719619977325E10,3.451319861721395E10,3.5774797299901E10,3.596382168719694E10,3.632672478784659E10,3.676867206727793E10,3.736238730921941E10,3.817748877609174E10,3.848015459220637E10,3.884146331490314E10,3.888434190970437E10,3.9497877720090096E10,3.958131258574061E10,4.0537679583959656E10,4.061863665905988E10,4.117858659916933E10,4.2191043064380745E10,4.291143857790738E10
8246680.715673207,3.078719083554986E9,4.359542187022396E9,8.095296723821253E9,9.80623488182172E9,1.148910888803178E10,1.1627930129702991E10,1.507530504469197E10,1.6276192222695297E10,1.7293516550105E10,1.8023586004188843E10,1.9624652764151016E10,2.0775128054623875E10,2.1893373722747948E10,2.2215184115154022E10,2.2827336693166363E10,2.440684698186015E10,2.4423079940253017E10,2.5074560182657887E10,2.624323288444617E10,2.634295658156078E10,2.690616288416803E10,2.796719989589088E10,2.8736044100266495E10,3.031869424588608E10,3.0540772098665554E10,3.092836472324113E10,3.1152510643319008E10,3.2017429133261616E10,3.2164741682473724E10,3.2263759473852913E10,3.2776752145019867E10,3.340418436449654E10,3.36414747339601E10,3.446199682508793E10,3.578528574496387E10,3.593802295212532E10,3.633325518639579E10,3.677310150599126E10,3.723877583058279E10,3.8092364686999504E10,3.8310688412894966E10,3.8654227390117836E10,3.8825544315367584E10,3.947248194399793E10,3.9534943450889E10,4.0416114823474754E10,4.060583470164145E10,4.10809983519994E10,4.221205591419808E10,4.2995461421527626E10
8639379.797371933,3.2720443966809897E9,4.443274513988069E9,8.374597348428547E9,9.817975574944368E9,1.1340177300606653E10,1.1677662809291431E10,1.4921079265454185E10,1.6240646860570013E10,1.7283970580675636E10,1.807381153746887E10,1.9637013709586998E10,2.081187606171985E10,2.193043589420545E10,2.2106139949105698E10,2.2873199772377453E10,2.4382091514677513E10,2.463840271537073E10,2.5163744684588154E10,2.636605042403428E10,2.6423512748403934E10,2.689310359842609E10,2.7937540262818165E10,2.8779575199655342E10,3.0079890145302586E10,3.0614920138089905E10,3.098481575240881E10,3.1181452061807373E10,3.192110810296844E10,3.223217432874071E10,3.2256720758173817E10,3.277930520184894E10,3.3327462421618076E10,3.374376609603133E10,3.4420501727771225E10,3.579715312828247E10,3.591086911855847E10,3.634093715855972E10,3.6774114561653885E10,3.711181289228483E10,3.797132661408778E10,3.815207883865886E10,3.8424516865528435E10,3.880978318519318E10,3.9473129817512E10,3.9492113222049736E10,4.0213654241561806E10,4.067869917599779E10,4.097312049100465E10,4.223335219019584E10,4.296284002371934E10
