% Model:              shifted-lattice-Si-orthotrope_alp00.mph
% Version:            COMSOL 6.0.0.318
% Date:               Sep 22 2022, 16:28
% Dimension:          1
% Nodes:              861
% Expressions:        50
% Description:        Global
% X,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency
1.1388273369263003E7,4.004185026741233E9,4.48187974307754E9,9.796646986260574E9,9.819106129093294E9,1.0773051144236649E10,1.1549281297987864E10,1.4164322175954239E10,1.5956142914273424E10,1.7239701720121872E10,1.887032246144198E10,1.9474513458550423E10,2.1137122796554665E10,2.164206907131438E10,2.285578663437731E10,2.358749912177071E10,2.4214860544605507E10,2.530744405466312E10,2.5802380282668667E10,2.641368704948619E10,2.6624778540898212E10,2.711602456114079E10,2.75206004006117E10,2.8242191000299297E10,2.9613839654950493E10,3.036547476793782E10,3.0651026055502697E10,3.1288492746201103E10,3.1696185196476288E10,3.241895339548629E10,3.2707616387179962E10,3.2874542281393906E10,3.3112339631507072E10,3.4597779970065025E10,3.4859626733186226E10,3.5684908290704346E10,3.592584511053854E10,3.618904434060297E10,3.626211875006065E10,3.645116765437957E10,3.669508692724148E10,3.693507261930629E10,3.704823142104561E10,3.8619866636414566E10,3.8927975782221634E10,3.953155744447905E10,3.96702510813102E10,4.0473010500359474E10,4.127317294375281E10,4.254449051189204E10,4.2938330826111336E10
1.1780972450961724E7,4.1114526056790323E9,4.661592141413884E9,9.726494400671154E9,9.761046472057625E9,1.0890861588650734E10,1.1616933036278543E10,1.4014618280774973E10,1.593998926418475E10,1.7283443039436295E10,1.8928107188432503E10,1.9483523960822136E10,2.1202734675957848E10,2.1515171644296997E10,2.2923345633084015E10,2.3643882585959007E10,2.4245518426644238E10,2.536641796792034E10,2.599064960639066E10,2.638733710848999E10,2.6604386702005287E10,2.7144886692667633E10,2.7576660934907207E10,2.7979926341985596E10,2.9674245173120975E10,3.0159448723168316E10,3.0717806300051685E10,3.1292682715122272E10,3.1833675813809513E10,3.2454948986293385E10,3.2702304571311516E10,3.2978908558375347E10,3.312764723733213E10,3.474294599375978E10,3.483263922809989E10,3.563479537771442E10,3.5949427979383766E10,3.607627041225778E10,3.6200323181026E10,3.648022593878688E10,3.6542158687484146E10,3.674888305448861E10,3.6929615070457E10,3.861502966878205E10,3.874031716038842E10,3.95141371463113E10,3.959077220449019E10,4.044287615725607E10,4.136652305229802E10,4.2563749090324066E10,4.294232310445312E10
1.2173671532660449E7,4.2145827193091264E9,4.833955916770172E9,9.650968666132929E9,9.66511266032489E9,1.1038054607022585E10,1.1687859792965193E10,1.3869038653749502E10,1.5925947924245825E10,1.732746594062244E10,1.8982277109280437E10,1.9497050541149837E10,2.1269852251218113E10,2.1391993598044643E10,2.2988536549495514E10,2.369982132815701E10,2.4274730271124584E10,2.5423906125680122E10,2.6167273667186077E10,2.636100814712446E10,2.6584608048514816E10,2.7132114317819427E10,2.766646626652486E10,2.773367074312598E10,2.9727733973203934E10,2.9954955756262905E10,3.0788023985690765E10,3.1292216549445896E10,3.1980256403671417E10,3.2481785339672024E10,3.269134685567696E10,3.308255976311194E10,3.3159862589664474E10,3.4800210724383446E10,3.488180971606166E10,3.5575647105957016E10,3.595574883511671E10,3.597871447480858E10,3.611098971892627E10,3.6422689304114815E10,3.652024272688045E10,3.65861716013888E10,3.6824912559399796E10,3.855774876234628E10,3.861158267829876E10,3.934748937866436E10,3.964716345354841E10,4.04204243782435E10,4.145821843360555E10,4.2583229162238304E10,4.295010150711961E10
1.2566370614359174E7,4.3124627436879225E9,4.99744354865768E9,9.555792434452898E9,9.57217190352084E9,1.1190355846313396E10,1.1761843374094084E10,1.3727988907624142E10,1.591392259125546E10,1.7370454899218773E10,1.9031195393969223E10,1.9516448892864975E10,2.1272163318254948E10,2.133853525112453E10,2.305003671500355E10,2.375528928349642E10,2.4302079815698578E10,2.5479427396979836E10,2.63131313054344E10,2.63509791342774E10,2.6565422390462276E10,2.7099993284415264E10,2.750713803027223E10,2.7767589140573982E10,2.975797200345255E10,2.977406255073396E10,3.0860587949073925E10,3.12875611523963E10,3.2130958145786232E10,3.2499328186338573E10,3.2678623870942856E10,3.3180899003016003E10,3.320891906062764E10,3.476041881999201E10,3.501128161967188E10,3.550595506882143E10,3.586403294470928E10,3.596955873059404E10,3.599576140406687E10,3.633911394674662E10,3.644816122623033E10,3.658234129051468E10,3.673641185189484E10,3.838113847137904E10,3.860920365282869E10,3.917361232695372E10,3.969971485464014E10,4.040339429248617E10,4.154692018826577E10,4.260283661278275E10,4.296106006398777E10
1.2959069696057897E7,4.403849359070713E9,5.150281772969205E9,9.44562213863576E9,9.492464049889746E9,1.1335618401062387E10,1.183846976419593E10,1.3592011143676605E10,1.590379757267151E10,1.741120971365816E10,1.907332339541097E10,1.954276340660046E10,2.115852880357218E10,2.140547135405115E10,2.310656312035521E10,2.380992057313135E10,2.432719738835765E10,2.5532393411849644E10,2.629789182112091E10,2.6483496863832355E10,2.6546760843939243E10,2.7061148905951572E10,2.7305341110865948E10,2.7867499183684246E10,2.957256179546501E10,2.9813380186616726E10,3.093373529898385E10,3.127942155008528E10,3.228249606420602E10,3.2508843050164948E10,3.2665485033217236E10,3.3271875991537563E10,3.3273155814889217E10,3.471122967000011E10,3.51282188063737E10,3.542483259762487E10,3.577366319382837E10,3.587163938901002E10,3.59328039317379E10,3.6280065406092285E10,3.637217697674009E10,3.665040662115421E10,3.6664646731607666E10,3.821163323546899E10,3.860762780672374E10,3.899512742783428E10,3.974762730384564E10,4.039028242359367E10,4.163110860057918E10,4.262240443809671E10,4.2974581554673164E10
1.3351768777756624E7,4.487380171342649E9,5.290427672490758E9,9.341375486109312E9,9.41445197601564E9,1.1467641110212244E10,1.191705207815671E10,1.3461879143882885E10,1.5895441129165617E10,1.7448663052503708E10,1.910766457964236E10,1.9576186262094517E10,2.1050769355495724E10,2.1470446407131306E10,2.315699077023731E10,2.386289534824325E10,2.4349752605000576E10,2.5582078710980495E10,2.6264706848233284E10,2.6528591109925053E10,2.6608412569701393E10,2.7021597777422485E10,2.713632040455412E10,2.7960474494518097E10,2.9402029332296192E10,2.984608783370698E10,3.1005124301783596E10,3.1268775766943935E10,3.2431928779013596E10,3.251239621513232E10,3.2652724990507053E10,3.3349826577475792E10,3.3354011849860237E10,3.465094974416634E10,3.522969220769806E10,3.5332600317888374E10,3.5694156607478455E10,3.5755308029788E10,3.585582512397377E10,3.623528417027164E10,3.635648912122827E10,3.660844363312869E10,3.673314109021401E10,3.80508374107107E10,3.860663945186177E10,3.881429828363199E10,3.979026422896923E10,4.038010553570558E10,4.170910490460702E10,4.264165832113607E10,4.2990000307685425E10
1.3744467859455345E7,4.561603115812209E9,5.4155693552106E9,9.247275005241894E9,9.340964104560568E9,1.1582944393216316E10,1.1996472260680445E10,1.3338769997871035E10,1.5888710791427729E10,1.7481890712116974E10,1.9134110013654396E10,1.9615568329391388E10,2.095066156579635E10,2.1531237185990078E10,2.320044558410398E10,2.391288335969127E10,2.4369448047616585E10,2.5627584963796818E10,2.622670039056879E10,2.651101825753064E10,2.6696378383192688E10,2.6984609281637608E10,2.7017482223475914E10,2.804367015980834E10,2.9249370225896603E10,2.987270120388977E10,3.107191515825876E10,3.12569407577423E10,3.251192883278016E10,3.2576156482077904E10,3.264094542548654E10,3.34260382889973E10,3.3435639745376217E10,3.457899062549853E10,3.523182931947775E10,3.531317020946509E10,3.562675622210183E10,3.565655278307389E10,3.5760168499714966E10,3.6200160591509796E10,3.638187140013958E10,3.656560285885363E10,3.682937293885135E10,3.79011529908235E10,3.86060648944473E10,3.86333768247655E10,3.982711657050025E10,4.037221779654056E10,4.177912609536538E10,4.2660170651333275E10,4.3006547959516495E10
1.413716694115407E7,4.625028964557574E9,5.523172014774856E9,9.166332816267319E9,9.27498786393279E9,1.1679390602372364E10,1.2074871784479546E10,1.3224582598559402E10,1.5883460754158247E10,1.751011605205364E10,1.9153397543226917E10,1.9658258480893784E10,2.0860348456793972E10,2.1585608465985565E10,2.3236342291740765E10,2.395808813805364E10,2.4386014190058983E10,2.5667808205091396E10,2.6184705201742302E10,2.6494409005022575E10,2.671428676490133E10,2.6952265119016346E10,2.698241578417709E10,2.811540485651052E10,2.911747714936562E10,2.989373987307788E10,3.1130660293624165E10,3.1245816366177807E10,3.2509565071496613E10,3.2630638795456524E10,3.2710611249023212E10,3.3486816479265293E10,3.3526890314168957E10,3.449678212516163E10,3.512828527316398E10,3.5376226698894775E10,3.5572238600943634E10,3.5579092391739426E10,3.566846808383788E10,3.617287792978961E10,3.6427801867509964E10,3.653374276584882E10,3.693629373254136E10,3.776648144342879E10,3.84550595959114E10,3.860576649717812E10,3.985777994820624E10,4.036619095491848E10,4.183937902940758E10,4.2677315392365036E10,4.3023279860522385E10
1.4529866022852793E7,4.676209810239737E9,5.610593793387123E9,9.100881543672522E9,9.219543476670359E9,1.1755584581894527E10,1.2149069268551363E10,1.3122526052431046E10,1.5879551071371176E10,1.7532710214709393E10,1.9166718851534634E10,1.970025711608678E10,2.0782812670305782E10,2.163121177894203E10,2.3264359826834038E10,2.3996410211977272E10,2.4399207115513634E10,2.5701432361123425E10,2.6141811732130035E10,2.6479500404351334E10,2.667605660031823E10,2.6925986835174812E10,2.7015506903147808E10,2.8174359857518974E10,2.9009290824386074E10,2.9909654532366535E10,3.117614250468061E10,3.123915953012893E10,3.2506468259875862E10,3.262220654969296E10,3.2829687943910904E10,3.3535327566073082E10,3.361902596970204E10,3.440859938205847E10,3.5030598519203926E10,3.5415634099800316E10,3.552248466170452E10,3.552901684077504E10,3.559790693063226E10,3.615251767612453E10,3.648154030028455E10,3.651084443503277E10,3.704726614092638E10,3.765374844826995E10,3.8283355830234665E10,3.860563785469305E10,3.988193943093199E10,4.036173973394863E10,4.1888186902482765E10,4.269225331474739E10,4.3038990739675705E10
1.4922565104551518E7,4.713840952214763E9,5.675289271552505E9,9.052755279094854E9,9.177474388113209E9,1.1810597049610107E10,1.2213586095374947E10,1.3038097840600733E10,1.5876857923999039E10,1.7549189723255558E10,1.9175280272252483E10,1.973650654655214E10,2.0722038877203068E10,2.16657798255851E10,2.328437199537472E10,2.4025712697793148E10,2.4408811764729546E10,2.5726992621179703E10,2.610386106920656E10,2.6467405227196377E10,2.6635218940667984E10,2.6906709405400734E10,2.7058752312135002E10,2.82190305483002E10,2.8927978285730934E10,2.9920791508378033E10,3.1198504361583977E10,3.1245551914169132E10,3.2503635797292366E10,3.261596106199634E10,3.2925553744093693E10,3.3570692903959965E10,3.3705283096584698E10,3.432259209175102E10,3.494903186528314E10,3.543002311844488E10,3.5484474595205E10,3.548914574756698E10,3.55653048408666E10,3.6138445932421104E10,3.64954300320529E10,3.653306485782637E10,3.714794892454433E10,3.7575720266041695E10,3.8125803851267845E10,3.860559998955012E10,3.989935916859983E10,4.035867607773325E10,4.192412332297674E10,4.2703989954290825E10,4.305216581256607E10
1.5315264186250245E7,4.736875487684314E9,5.715093418936259E9,9.023313706991867E9,9.151160004670303E9,1.1843828954788197E10,1.2259678397287292E10,1.2980054094010128E10,1.5875283812455921E10,1.7559212919440384E10,1.918002923106817E10,1.9761461288464565E10,2.0682719699496967E10,2.16873913027706E10,2.3296363356013245E10,2.4044141644016552E10,2.441465310664885E10,2.5743059940924515E10,2.607762970471014E10,2.645941784041924E10,2.6609464683883736E10,2.6894975352206726E10,2.7088866966362656E10,2.8247376792501083E10,2.887700364569865E10,2.9927385710220604E10,3.1201322177112198E10,3.1260416503799004E10,3.250170076546128E10,3.261212503250148E10,3.2988866265228382E10,3.359221667410827E10,3.377324662251579E10,3.425339976204904E10,3.489416583023927E10,3.543012033378898E10,3.5456731241079056E10,3.5462730086594215E10,3.556078440936417E10,3.613019708478498E10,3.6486535636402626E10,3.657153676086825E10,3.721373291242016E10,3.754800835496001E10,3.800002777133666E10,3.860559848263206E10,3.9909875304744064E10,4.035688137592032E10,4.194611975090892E10,4.27115356952488E10,4.306108927904535E10
1.5707963267948966E7,4.744632515008577E9,5.728535738519596E9,9.013403645692972E9,9.142199910012573E9,1.1854942672352322E10,1.2276816097223368E10,1.2958931827753544E10,1.5874766279891653E10,1.756257647533367E10,1.9181547521645786E10,1.977041700680543E10,2.0669034256363903E10,2.1694748371116528E10,2.3300356218123123E10,2.4050434053699577E10,2.44166140544611E10,2.5748552030222446E10,2.6068261362173225E10,2.645661440685264E10,2.6600918212063427E10,2.6891040377042973E10,2.709939467484136E10,2.8257175274206757E10,2.8859549497062065E10,2.99295696538713E10,3.1200874265237617E10,3.126683254106249E10,3.2501017713656036E10,3.261083161254901E10,3.3011157161250526E10,3.3599444281098186E10,3.3801007646674633E10,3.4224954268217785E10,3.487470724070261E10,3.5429546589837105E10,3.5443879187920654E10,3.545566526738762E10,3.556159562660301E10,3.612748044840307E10,3.64836274979718E10,3.658605418299648E10,3.723296331594661E10,3.7551418722909035E10,3.7946586919932E10,3.860560147050115E10,3.991339130825307E10,4.03562901363323E10,4.1953524433459885E10,4.271414416597544E10,4.3064268312429276E10
1963495.4084936208,3.6935534259186774E8,1.882256254340739E9,2.34864767925191E9,8.913726260139458E9,1.0527969832060038E10,1.4648354333167948E10,1.684732915984488E10,1.778194930840736E10,1.792146118738682E10,1.8301709635438694E10,1.911248847889669E10,2.0267176054057987E10,2.088931518746989E10,2.1550305771739418E10,2.20906620092277E10,2.2757180251480885E10,2.338179751924043E10,2.4345748565915615E10,2.5672720442703056E10,2.674233972020006E10,2.7431960749923233E10,2.7952676377441044E10,2.8185991938330776E10,2.833037739362857E10,2.9396049150102585E10,2.9958723202551277E10,3.106305323097555E10,3.1474407005540573E10,3.2364036479538048E10,3.2985409583348965E10,3.4255045889758068E10,3.460261129452358E10,3.548794769280968E10,3.563243502972331E10,3.573807205142981E10,3.625181641059402E10,3.6276862920833694E10,3.703446815781462E10,3.740447907579561E10,3.892130649925911E10,3.919669009917902E10,3.996170632583582E10,4.043324746931169E10,4.063585574910824E10,4.08068925797926E10,4.1293505815208145E10,4.1825018298910805E10,4.1831358377994484E10,4.221692821863857E10,4.228271603780297E10
2356194.4901923453,4.491057311988655E8,2.0205954151193385E9,2.635535570691624E9,8.978266730803541E9,1.0545951524744404E10,1.4520759057071983E10,1.681452572575461E10,1.7798550213394848E10,1.7816900518582935E10,1.8216231317775433E10,1.9138032403703434E10,2.0294509292642845E10,2.100661065268132E10,2.1588249151337288E10,2.212627083972294E10,2.2887653745472942E10,2.337803391420292E10,2.4366170141101334E10,2.552546885784784E10,2.6755045985563618E10,2.7388845347319168E10,2.7992214986445663E10,2.8282420432155617E10,2.837467047169286E10,2.9404128270975674E10,3.001453412631019E10,3.1069687377488243E10,3.1490276171042366E10,3.237932957595796E10,3.2988927590273155E10,3.4192740767122192E10,3.457730329194297E10,3.544306968974161E10,3.551586195533637E10,3.568937810041872E10,3.62356939359993E10,3.627270548426199E10,3.70917155289631E10,3.728649933544959E10,3.890499500525625E10,3.918526681616452E10,3.995492140718932E10,4.042795700935984E10,4.073743963281234E10,4.078663927101364E10,4.1266700928485855E10,4.1764114837360985E10,4.181032221984317E10,4.210808215266676E10,4.2197865009799644E10
2748893.571891069,5.464673810895716E8,2.10495706754037E9,2.9857676184923897E9,9.050621020800274E9,1.0567511917735027E10,1.4377259451683945E10,1.6777891748163008E10,1.769833664053607E10,1.7817714234189095E10,1.8123642802973824E10,1.9166005691823185E10,2.0320144398966545E10,2.114482076567247E10,2.163112128906118E10,2.2164987911971973E10,2.3033909441021355E10,2.337335850508755E10,2.4390819101904987E10,2.5374933432193836E10,2.6761946125033802E10,2.734599321264691E10,2.8028768506338196E10,2.831492367041637E10,2.849491406389548E10,2.9416148947565434E10,3.0077663889122154E10,3.1078445673212353E10,3.150883069269423E10,3.2397457835927128E10,3.299331762751134E10,3.4124350156974983E10,3.454878471585602E10,3.518720102479446E10,3.553492970064514E10,3.568551500940639E10,3.6224580811160385E10,3.627050406259169E10,3.71098513117608E10,3.720383194565808E10,3.8875003797457756E10,3.916497234089028E10,3.995411201916992E10,4.041357776779119E10,4.0653559102273315E10,4.095947151847389E10,4.120940485399745E10,4.171398528580231E10,4.178983557095446E10,4.1923749426178085E10,4.219755631910618E10
3141592.6535897935,6.596120083782228E8,2.174835897393588E9,3.357630197370989E9,9.129071696368374E9,1.0592780967629251E10,1.4220260850982338E10,1.673816055487161E10,1.7567613729143238E10,1.7839361687657963E10,1.8026539322896698E10,1.9195590420837193E10,2.034444890472107E10,2.130119443456784E10,2.1677157591521267E10,2.2207633693993637E10,2.319243230593303E10,2.336752044072454E10,2.442006191878157E10,2.522345523324651E10,2.6764056233644287E10,2.730372859036959E10,2.80610601082584E10,2.833160835606292E10,2.8640328606309093E10,2.94332405613896E10,3.014692071319707E10,3.1089865640224358E10,3.152998825643232E10,3.241842490175878E10,3.299873596902513E10,3.4051391845694405E10,3.4515879538172356E10,3.4910715257990814E10,3.554109840604597E10,3.5686089611168755E10,3.622046086861594E10,3.626932755967675E10,3.699655028335554E10,3.725243936713928E10,3.883155550478093E10,3.913601969957293E10,3.9960183709503944E10,4.039545077064982E10,4.055605371677968E10,4.1111181224804276E10,4.114427914834362E10,4.1701080859786446E10,4.170250661379653E10,4.179367102918163E10,4.2207679026012314E10
3534291.7352885175,7.867303000106844E8,2.2425723683738294E9,3.7371912022886577E9,9.211798820166798E9,1.0621879745818539E10,1.4051975407245628E10,1.6696026193210215E10,1.742656230218385E10,1.7863442345085773E10,1.7927193047128258E10,1.9226000472370613E10,2.0368035297678616E10,2.147289423049101E10,2.1724684870257816E10,2.2254879028635685E10,2.3359974110016182E10,2.3360112740645214E10,2.445445002364146E10,2.507300886682411E10,2.6762208996000675E10,2.7262247736901844E10,2.8087918958239574E10,2.8349074373813972E10,2.8792232888031116E10,2.945656552590279E10,3.022100422234983E10,3.1104632641964775E10,3.1553665098738903E10,3.2442205025371136E10,3.3005397565338448E10,3.397494373558017E10,3.447709687404435E10,3.4620547113309105E10,3.553119204037488E10,3.568809327449873E10,3.622450430706581E10,3.626878064383704E10,3.686236097830909E10,3.732574677315716E10,3.877521252614033E10,3.909967321823473E10,3.9972986935693375E10,4.0375266669837E10,4.044586591491864E10,4.097927538571028E10,4.133416708472601E10,4.1505685414773674E10,4.1723598636633064E10,4.176388935829975E10,4.222355339076075E10
3926990.8169872416,9.261634774960514E8,2.312124583105324E9,4.119223595684278E9,9.296933932452341E9,1.0654898248996134E10,1.387439061204801E10,1.6652130880729801E10,1.7276936999512203E10,1.7827568855354683E10,1.7889927151557175E10,1.92565085618547E10,2.0391492181121986E10,2.1657286738052074E10,2.1772361392495636E10,2.2307046643524345E10,2.3350513102849434E10,2.3533435571254177E10,2.4494840959252583E10,2.4925458540723415E10,2.675705308281338E10,2.7221674665133163E10,2.810831879377909E10,2.837006373137545E10,2.894618125762775E10,2.9487219709230164E10,3.0298485147515125E10,3.112360559265907E10,3.157977883596135E10,3.246871581936069E10,3.3013589245689415E10,3.3895649428819977E10,3.432028187528498E10,3.443062657008168E10,3.550361575055198E10,3.569093357168424E10,3.623665408702289E10,3.626868279461533E10,3.673081315650102E10,3.7404259563852135E10,3.870663232609607E10,3.9057770497978546E10,3.999136183975979E10,4.03241119713469E10,4.035383423140458E10,4.082750676816857E10,4.128802271807211E10,4.1533213168267494E10,4.1739231757560646E10,4.17707009699853E10,4.224290891315007E10
4319689.898685967,1.0764171458315334E9,2.38491336955641E9,4.501211742685879E9,9.382618009911797E9,1.0691865136169146E10,1.3689267740160435E10,1.6607059095868982E10,1.7120361769190483E10,1.7729383321296665E10,1.7918800176543766E10,1.928646570448472E10,2.041529671295761E10,2.181931566990429E10,2.185200991084459E10,2.2364035212184372E10,2.3337822065433342E10,2.370958064026743E10,2.4542612902769516E10,2.478275142200835E10,2.6749095986476135E10,2.718209012464592E10,2.812145235838349E10,2.839550476585435E10,2.9099749076257908E10,2.9526123738867496E10,3.037778260945552E10,3.114783033889707E10,3.160825069421891E10,3.2497773924094357E10,3.3023660931199913E10,3.3813718579234425E10,3.401256115617123E10,3.437435230943088E10,3.545887796276988E10,3.569443855426729E10,3.625563273095699E10,3.626895257617365E10,3.660810217063378E10,3.748534548383958E10,3.86264931722009E10,3.901225672766487E10,4.0011904532531654E10,4.019348816027773E10,4.033157524594721E10,4.066652093118458E10,4.106978621775815E10,4.170739483685752E10,4.173155208558015E10,4.183370015530734E10,4.226485033048039E10
4712388.980384691,1.2361437951235502E9,2.4614451395290976E9,4.881648821805741E9,9.467063193506723E9,1.0732710640481943E10,1.3498158481447487E10,1.6561336116048704E10,1.6958294534170565E10,1.763416980841075E10,1.7950051969434025E10,1.9315313970345352E10,2.0439809691713844E10,2.186516822720506E10,2.2054908585072815E10,2.242534511152499E10,2.3320828676972885E10,2.3884589426316154E10,2.4600026599234047E10,2.464707277783216E10,2.673874754787404E10,2.7143547884726555E10,2.8126802742915554E10,2.8425845841068573E10,2.925107899405672E10,2.9573930042960823E10,3.0457162021714546E10,3.1178512989383877E10,3.1639006929409084E10,3.252902255570345E10,3.303587623033657E10,3.369984225922164E10,3.3728878470027218E10,3.4306016439028786E10,3.539974828154078E10,3.5698560209393295E10,3.626956041297012E10,3.6279408660553734E10,3.6498039213513466E10,3.756753618325097E10,3.853549245277348E10,3.8964870549623116E10,4.00031848801134E10,4.008376455216871E10,4.030851085632139E10,4.050414150761195E10,4.0846373837849754E10,4.16814520548459E10,4.1906833209802826E10,4.191925545902528E10,4.228943970549771E10
5105088.062083414,1.404122012322471E9,2.541844469627343E9,5.259456709797592E9,9.548615203855955E9,1.0777227459609257E10,1.3302431270129124E10,1.651542938893646E10,1.679201415881972E10,1.7543329054431026E10,1.7983674508824436E10,1.9342593432461372E10,2.046529801855212E10,2.1909953021125843E10,2.226384385174162E10,2.2490183694823048E10,2.3298097646873672E10,2.4053480957761536E10,2.4520945721137226E10,2.4670725565497753E10,2.672635269178624E10,2.7106084533334675E10,2.8124180577408222E10,2.846131297904407E10,2.9398548064879005E10,2.9630970323275814E10,3.0534789386989025E10,3.121690232091663E10,3.167197917395569E10,3.2561798009273144E10,3.3049038573301888E10,3.3386173605419624E10,3.3640245982544155E10,3.422369553529453E10,3.533098247420876E10,3.570330096728595E10,3.627050750621734E10,3.630568037311752E10,3.640256588924025E10,3.764942617750385E10,3.8434364769889404E10,3.891697674046048E10,3.987330146488871E10,4.0081187899051025E10,4.0283598344225845E10,4.0350304874277985E10,4.062087964786921E10,4.164743355118743E10,4.198562089416071E10,4.2105938741987335E10,4.2214586773636375E10
5497787.143782138,1.5792387223300188E9,2.626058533956357E9,5.633749352549529E9,9.625809285441965E9,1.0825038843295376E10,1.3103302013465294E10,1.6469751590465893E10,1.662262509416223E10,1.745815867096831E10,1.8019657476194145E10,1.9367944195188595E10,2.049196202229453E10,2.1953986005209576E10,2.247618878980018E10,2.2557607211220657E10,2.326847247340519E10,2.4209824868685604E10,2.4407207102255863E10,2.4759960704012592E10,2.6712212811193184E10,2.7069725755715908E10,2.811371237536836E10,2.850198696062191E10,2.9540654184822697E10,2.9697254880344994E10,3.0608874150964725E10,3.1264006421613697E10,3.1707103295389797E10,3.2594709255153313E10,3.3015169357837776E10,3.3123175712233036E10,3.3546096358069294E10,3.4126687036577484E10,3.525844369460896E10,3.570868997210397E10,3.627181594285974E10,3.631764860802314E10,3.633642495359617E10,3.772939328010852E10,3.832389770266379E10,3.886946135264578E10,3.971101653685647E10,4.006562855798938E10,4.024005928566837E10,4.0248409932489685E10,4.04027774431825E10,4.160818573164944E10,4.201099167971998E10,4.206540462775883E10,4.229042213998512E10
5890486.225480862,1.7604745713411694E9,2.713945272077098E9,6.003719206919049E9,9.697409133724968E9,1.0875586452834103E10,1.2901866512012558E10,1.6424664576014618E10,1.6451072694933582E10,1.737986231629987E10,1.805798544569827E10,1.9391104412544422E10,2.051996036161974E10,2.1997732716816463E10,2.2626653158258556E10,2.2686974369763935E10,2.3233159365850613E10,2.4308747428069817E10,2.4347107334481686E10,2.487317332926078E10,2.669659833668772E10,2.7034490623366116E10,2.809578606227034E10,2.8547834940992065E10,2.967598424120813E10,2.9772515652869583E10,3.067787378562959E10,3.132004104987951E10,3.174431599567625E10,3.261908411711852E10,3.273960904725018E10,3.31168774043054E10,3.3443551492689133E10,3.401664200194995E10,3.518770571126457E10,3.571477429483735E10,3.6251433725353424E10,3.627352411862813E10,3.6360407940349396E10,3.78054080980625E10,3.820493909307332E10,3.882256235268644E10,3.953917755811478E10,3.996085750939837E10,4.0120608835235085E10,4.023073799518727E10,4.027516140877855E10,4.156228520998534E10,4.180660039903138E10,4.214027113712475E10,4.2397157497473E10
6283185.307179587,1.9468914049320734E9,2.8053143691650505E9,6.3685727098722515E9,9.762418290517359E9,1.0928150113624046E10,1.2699133851517298E10,1.6278163205835371E10,1.6380483690628332E10,1.7309541735851757E10,1.8098635590685005E10,1.941190527663225E10,2.0549430722473846E10,2.2041706330037704E10,2.2696435736854984E10,2.287850258938096E10,2.3206647385727993E10,2.422794904641001E10,2.4462532290053482E10,2.5012153307186844E10,2.6679755356647877E10,2.700039477053861E10,2.807097410496203E10,2.8598725977128826E10,2.9803234733742405E10,2.9856270643151546E10,3.0740588711857853E10,3.13833055228612E10,3.1783547548827545E10,3.2407699317620506E10,3.266966619231701E10,3.31513531120881E10,3.332839560430965E10,3.3898331299212006E10,3.512278297448169E10,3.572161561083043E10,3.619343326007332E10,3.6275684952175026E10,3.638474686910193E10,3.78748225136944E10,3.8078396633350624E10,3.877540017586826E10,3.936285899729932E10,3.982150499882328E10,3.9898168797667366E10,4.024063649200328E10,4.026781659803264E10,4.1504587215313515E10,4.1604259806019295E10,4.2203724777895004E10,4.245809535069354E10
6675884.388878312,2.1376209281886337E9,2.899946807886807E9,6.727485328858291E9,9.820058731832386E9,1.098190551588501E10,1.2496061695088888E10,1.6104584473153141E10,1.6337482091200647E10,1.724817527127547E10,1.8141575561928226E10,1.9430264026075302E10,2.058050605461934E10,2.208640295541485E10,2.276620004273093E10,2.2972251410921608E10,2.3265478890632805E10,2.416598645721418E10,2.4559197316993652E10,2.5172830441879017E10,2.6661908624542828E10,2.696745306395507E10,2.8039956783459133E10,2.8654438248022186E10,2.992127464030618E10,2.994788467720283E10,3.079575722293088E10,3.1446499358427956E10,3.182470698603063E10,3.210742194821769E10,3.2695953082416115E10,3.3195608716020687E10,3.319877926553144E10,3.3779101912560493E10,3.506565382472346E10,3.57292891755308E10,3.6143636169426895E10,3.627836571666319E10,3.640634738780518E10,3.793412703106783E10,3.794523278532996E10,3.872460055850197E10,3.9188228142313484E10,3.966366369649289E10,3.968272048697621E10,4.021707018578534E10,4.0318163963119026E10,4.137193055946232E10,4.14673554254403E10,4.225270012413993E10,4.253719865299177E10
